archivo,edad,sexo,raza,mtcnn_confidence,nose_x,nose_y,mouth_right_x,mouth_right_y,right_eye_x,right_eye_y,left_eye_x,left_eye_y,mouth_left_x,mouth_left_y
26_1_3_20170119155121850.jpg,26,Mujer,Indio,0.9794712662696838,97.0,143.0,157.0,178.0,156.0,87.0,75.0,87.0,76.0,179.0
16_1_4_20170103201025695.jpg,16,Mujer,Otros,0.9900184869766235,109.0,134.0,152.0,166.0,152.0,88.0,71.0,85.0,68.0,162.0
51_0_1_20170113175544403.jpg,51,Hombre,Negro,0.9944034814834595,120.0,140.0,148.0,174.0,154.0,87.0,71.0,88.0,81.0,175.0
50_1_0_20170110151412371.jpg,50,Mujer,Blanco,0.9995796084403992,120.0,148.0,145.0,193.0,155.0,89.0,69.0,89.0,70.0,194.0
1_0_3_20161219230250136.jpg,1,Hombre,Indio,0.9999868869781494,122.0,125.0,145.0,166.0,153.0,88.0,72.0,89.0,78.0,168.0
24_1_1_20170116153804572.jpg,24,Mujer,Negro,0.9977262616157532,118.0,139.0,145.0,169.0,150.0,88.0,70.0,89.0,75.0,171.0
12_0_0_20170103201859385.jpg,12,Hombre,Blanco,0.9981934428215027,108.0,118.0,143.0,158.0,149.0,88.0,72.0,86.0,73.0,157.0
58_0_0_20170120224656976.jpg,58,Hombre,Blanco,,,,,,,,,,,
24_1_0_20170117150538420.jpg,24,Mujer,Blanco,0.9889733195304871,112.0,137.0,146.0,166.0,151.0,86.0,72.0,88.0,85.0,170.0
16_1_0_20170104013530988.jpg,16,Mujer,Blanco,0.9990172386169434,108.0,134.0,148.0,159.0,151.0,86.0,73.0,87.0,75.0,159.0
55_0_3_20170119171322926.jpg,55,Hombre,Indio,0.9910953044891357,112.0,128.0,148.0,158.0,150.0,86.0,75.0,86.0,80.0,160.0
39_0_0_20170117184953833.jpg,39,Hombre,Blanco,0.9996477365493774,128.0,123.0,166.0,177.0,169.0,72.0,71.0,75.0,81.0,180.0
54_0_3_20170119210101042.jpg,54,Hombre,Indio,0.9999998807907104,111.0,132.0,149.0,173.0,155.0,91.0,70.0,90.0,70.0,171.0
89_1_0_20170120225539994.jpg,89,Mujer,Blanco,0.999785840511322,17.0,115.0,94.0,171.0,94.0,66.0,15.0,71.0,19.0,175.0
80_1_0_20170110131652409.jpg,80,Mujer,Blanco,0.9927037954330444,107.0,131.0,154.0,158.0,152.0,87.0,72.0,87.0,71.0,156.0
1_1_0_20161219160037214.jpg,1,Mujer,Blanco,0.9984089732170105,173.0,115.0,200.0,108.0,130.0,81.0,114.0,147.0,188.0,163.0
28_0_0_20170119194754322.jpg,28,Hombre,Blanco,0.9996185302734375,107.0,125.0,138.0,168.0,151.0,88.0,72.0,87.0,78.0,166.0
24_1_3_20170117150528724.jpg,24,Mujer,Indio,0.9999923706054688,130.0,144.0,142.0,174.0,152.0,87.0,73.0,89.0,77.0,176.0
24_1_2_20170116165003935.jpg,24,Mujer,Asiatico,0.9987185001373291,86.0,142.0,149.0,160.0,138.0,81.0,47.0,86.0,63.0,165.0
60_0_3_20170119204824288.jpg,60,Hombre,Indio,0.9964786171913147,77.0,123.0,147.0,188.0,148.0,81.0,40.0,88.0,43.0,192.0
4_1_2_20161219160740335.jpg,4,Mujer,Asiatico,0.9818468689918518,101.0,138.0,144.0,173.0,147.0,86.0,71.0,87.0,83.0,174.0
1_0_0_20170103210741492.jpg,1,Hombre,Blanco,0.9993159770965576,117.0,127.0,140.0,163.0,153.0,88.0,72.0,88.0,76.0,164.0
65_0_0_20170117171404003.jpg,65,Hombre,Blanco,0.9989759922027588,116.0,146.0,149.0,175.0,156.0,91.0,73.0,88.0,67.0,172.0
1_0_2_20161219194849659.jpg,1,Hombre,Asiatico,,,,,,,,,,,
52_0_3_20170109142447723.jpg,52,Hombre,Indio,0.9998356103897095,121.0,142.0,148.0,174.0,153.0,91.0,72.0,92.0,74.0,176.0
37_0_0_20170117135950641.jpg,37,Hombre,Blanco,0.9996740818023682,74.0,141.0,157.0,158.0,132.0,85.0,41.0,96.0,50.0,172.0
27_0_3_20170119194354476.jpg,27,Hombre,Indio,0.8927361965179443,177.0,122.0,197.0,162.0,186.0,69.0,104.0,82.0,113.0,178.0
28_1_1_20170109132457432.jpg,28,Mujer,Negro,0.998429000377655,111.0,128.0,143.0,157.0,149.0,87.0,74.0,87.0,83.0,159.0
81_0_0_20170117091321806.jpg,81,Hombre,Blanco,0.9984052777290344,143.0,130.0,172.0,183.0,185.0,88.0,89.0,80.0,81.0,172.0
29_1_0_20170120140806986.jpg,29,Mujer,Blanco,0.9988018274307251,32.0,129.0,88.0,185.0,124.0,98.0,38.0,80.0,9.0,173.0
32_0_1_20170116215755940.jpg,32,Hombre,Negro,0.9997838139533997,133.0,135.0,153.0,186.0,177.0,95.0,88.0,83.0,82.0,174.0
30_1_3_20170117181341092.jpg,30,Mujer,Indio,0.9922167062759399,111.0,141.0,152.0,161.0,152.0,88.0,72.0,89.0,74.0,163.0
49_0_0_20170104205331460.jpg,49,Hombre,Blanco,0.9907106757164001,119.0,138.0,146.0,163.0,150.0,88.0,74.0,89.0,70.0,167.0
26_1_2_20170116175919039.jpg,26,Mujer,Asiatico,0.999993085861206,115.0,122.0,142.0,166.0,151.0,88.0,76.0,88.0,84.0,164.0
34_0_0_20170119200555732.jpg,34,Hombre,Blanco,0.9887265563011169,120.0,139.0,155.0,162.0,150.0,86.0,71.0,88.0,72.0,165.0
40_0_1_20170113135423609.jpg,40,Hombre,Negro,0.9964753985404968,105.0,126.0,150.0,165.0,153.0,86.0,73.0,88.0,78.0,167.0
28_0_1_20170113133920440.jpg,28,Hombre,Negro,0.9995511174201965,118.0,135.0,143.0,170.0,153.0,88.0,71.0,88.0,78.0,170.0
26_0_0_20170117173437732.jpg,26,Hombre,Blanco,0.9980910420417786,83.0,151.0,153.0,168.0,123.0,81.0,42.0,110.0,69.0,194.0
45_1_0_20170117135009283.jpg,45,Mujer,Blanco,0.9996601343154907,102.0,130.0,151.0,172.0,152.0,87.0,66.0,85.0,65.0,169.0
44_0_0_20170104210247572.jpg,44,Hombre,Blanco,0.9947769641876221,113.0,147.0,143.0,183.0,154.0,87.0,69.0,88.0,73.0,183.0
69_1_4_20170110141201824.jpg,69,Mujer,Otros,0.9995730519294739,117.0,125.0,146.0,164.0,148.0,90.0,73.0,89.0,74.0,165.0
26_0_3_20170119180359748.jpg,26,Hombre,Indio,0.9902873039245605,125.0,129.0,168.0,179.0,176.0,78.0,68.0,77.0,69.0,174.0
22_0_1_20170113195511076.jpg,22,Hombre,Negro,0.9991115927696228,118.0,129.0,167.0,176.0,168.0,83.0,64.0,86.0,73.0,178.0
1_0_0_20161219204741557.jpg,1,Hombre,Blanco,,,,,,,,,,,
50_1_1_20170114031511007.jpg,50,Mujer,Negro,0.9999052286148071,109.0,125.0,144.0,162.0,150.0,87.0,72.0,87.0,77.0,160.0
57_1_1_20170113013059467.jpg,57,Mujer,Negro,0.9990519881248474,110.0,129.0,156.0,161.0,151.0,89.0,72.0,87.0,65.0,160.0
43_1_3_20170119204557143.jpg,43,Mujer,Indio,0.9999579191207886,110.0,134.0,158.0,158.0,150.0,87.0,71.0,88.0,69.0,160.0
68_0_2_20170116193700812.jpg,68,Hombre,Asiatico,0.9999043941497803,107.0,133.0,147.0,174.0,150.0,87.0,71.0,86.0,74.0,171.0
69_1_2_20170111210824053.jpg,69,Mujer,Asiatico,0.9868215918540955,114.0,137.0,145.0,168.0,151.0,89.0,73.0,90.0,80.0,169.0
14_1_0_20170109212753539.jpg,14,Mujer,Blanco,0.996225118637085,111.0,131.0,138.0,167.0,149.0,88.0,73.0,87.0,82.0,167.0
52_1_0_20170110143721250.jpg,52,Mujer,Blanco,0.999510645866394,120.0,129.0,150.0,170.0,152.0,88.0,71.0,88.0,73.0,169.0
45_0_0_20170111204133863.jpg,45,Hombre,Blanco,0.9986326098442078,85.0,105.0,118.0,171.0,155.0,83.0,54.0,70.0,42.0,159.0
28_1_3_20170104223537760.jpg,28,Mujer,Indio,0.9999992847442627,122.0,136.0,148.0,166.0,150.0,89.0,71.0,91.0,78.0,171.0
55_0_3_20170119180718883.jpg,55,Hombre,Indio,0.9996033310890198,116.0,130.0,148.0,168.0,152.0,87.0,70.0,85.0,75.0,167.0
27_0_3_20170117175425208.jpg,27,Hombre,Indio,0.9968525767326355,107.0,137.0,153.0,169.0,153.0,89.0,72.0,88.0,74.0,166.0
29_1_1_20170116023632884.jpg,29,Mujer,Negro,0.9999966621398926,189.0,126.0,184.0,183.0,202.0,99.0,127.0,76.0,118.0,170.0
28_1_3_20170119195058029.jpg,28,Mujer,Indio,0.9888773560523987,111.0,142.0,148.0,177.0,153.0,88.0,68.0,87.0,71.0,173.0
48_1_0_20170103224620464.jpg,48,Mujer,Blanco,0.9517998695373535,112.0,136.0,153.0,158.0,154.0,87.0,75.0,87.0,77.0,159.0
60_0_0_20170104184751214.jpg,60,Hombre,Blanco,0.9804031848907471,107.0,138.0,154.0,165.0,150.0,85.0,72.0,86.0,72.0,167.0
25_1_3_20161220221512186.jpg,25,Mujer,Indio,0.9964800477027893,105.0,126.0,149.0,160.0,151.0,86.0,73.0,85.0,72.0,161.0
16_0_0_20170110232113589.jpg,16,Hombre,Blanco,0.9998637437820435,115.0,127.0,148.0,166.0,151.0,87.0,73.0,88.0,79.0,166.0
61_0_3_20170109141653583.jpg,61,Hombre,Indio,0.9999668598175049,109.0,149.0,174.0,168.0,159.0,88.0,56.0,102.0,69.0,182.0
24_1_2_20170116163052645.jpg,24,Mujer,Asiatico,0.9985916018486023,131.0,136.0,161.0,168.0,178.0,85.0,74.0,79.0,68.0,163.0
59_0_0_20170104211855508.jpg,59,Hombre,Blanco,0.9996365308761597,116.0,126.0,151.0,158.0,149.0,84.0,71.0,85.0,79.0,161.0
3_0_0_20170110212748579.jpg,3,Hombre,Blanco,0.9999963045120239,131.0,118.0,157.0,170.0,171.0,90.0,85.0,76.0,72.0,157.0
76_0_2_20170105174610325.jpg,76,Hombre,Asiatico,0.9987053871154785,111.0,146.0,151.0,177.0,155.0,86.0,71.0,85.0,72.0,176.0
4_0_3_20170119150403983.jpg,4,Hombre,Indio,0.9999903440475464,106.0,123.0,137.0,165.0,151.0,88.0,70.0,88.0,76.0,164.0
26_1_3_20170119193058134.jpg,26,Mujer,Indio,0.9970687031745911,105.0,130.0,149.0,161.0,151.0,89.0,73.0,89.0,74.0,160.0
1_1_3_20161219224539488.jpg,1,Mujer,Indio,0.8865637183189392,113.0,151.0,160.0,195.0,167.0,97.0,58.0,96.0,62.0,191.0
1_0_2_20161219222527222.jpg,1,Hombre,Asiatico,0.9962109327316284,147.0,117.0,176.0,166.0,191.0,83.0,93.0,82.0,99.0,171.0
2_0_3_20161219224852040.jpg,2,Hombre,Indio,0.9682392477989197,121.0,140.0,159.0,173.0,166.0,89.0,68.0,90.0,76.0,173.0
61_0_3_20170119211907034.jpg,61,Hombre,Indio,0.999823272228241,114.0,134.0,149.0,171.0,152.0,89.0,72.0,89.0,77.0,170.0
32_1_1_20170116161336538.jpg,32,Mujer,Negro,0.9999618530273438,112.0,132.0,150.0,170.0,152.0,87.0,68.0,88.0,73.0,173.0
26_1_1_20170112213007903.jpg,26,Mujer,Negro,0.9977630376815796,107.0,129.0,140.0,173.0,151.0,87.0,72.0,87.0,79.0,171.0
27_0_0_20170116220751583.jpg,27,Hombre,Blanco,0.9996383190155029,113.0,129.0,148.0,178.0,151.0,87.0,70.0,87.0,77.0,177.0
35_0_1_20170116203340428.jpg,35,Hombre,Negro,0.9999496936798096,114.0,128.0,156.0,165.0,152.0,88.0,72.0,88.0,69.0,162.0
26_1_3_20170119193146097.jpg,26,Mujer,Indio,0.9928694367408752,108.0,136.0,157.0,161.0,152.0,85.0,71.0,84.0,70.0,160.0
30_1_1_20170113011704335.jpg,30,Mujer,Negro,0.9983260035514832,123.0,130.0,148.0,168.0,149.0,87.0,69.0,86.0,71.0,167.0
32_0_2_20170116191452915.jpg,32,Hombre,Asiatico,0.9991927742958069,118.0,143.0,152.0,180.0,151.0,87.0,69.0,88.0,79.0,183.0
26_1_0_20170117003245354.jpg,26,Mujer,Blanco,0.9792973399162292,100.0,135.0,143.0,169.0,153.0,87.0,72.0,85.0,79.0,170.0
62_0_2_20170104212649180.jpg,62,Hombre,Asiatico,0.9991218447685242,103.0,131.0,152.0,164.0,150.0,86.0,71.0,87.0,73.0,165.0
42_0_0_20170117130005462.jpg,42,Hombre,Blanco,0.9995980858802795,120.0,131.0,149.0,168.0,152.0,86.0,72.0,88.0,70.0,170.0
26_0_3_20170119183930502.jpg,26,Hombre,Indio,0.9954967498779297,110.0,135.0,145.0,170.0,153.0,87.0,69.0,86.0,79.0,172.0
42_0_1_20170113175751788.jpg,42,Hombre,Negro,0.9945816397666931,138.0,125.0,184.0,168.0,180.0,83.0,76.0,86.0,75.0,170.0
25_1_2_20170116175242392.jpg,25,Mujer,Asiatico,0.9999160766601562,136.0,141.0,147.0,176.0,157.0,86.0,76.0,86.0,70.0,181.0
35_1_1_20170113011402287.jpg,35,Mujer,Negro,0.9987900853157043,123.0,145.0,172.0,171.0,165.0,79.0,61.0,91.0,86.0,181.0
85_0_0_20170117192351268.jpg,85,Hombre,Blanco,0.9888384342193604,116.0,140.0,149.0,163.0,154.0,87.0,69.0,86.0,62.0,164.0
1_0_3_20161219224546584.jpg,1,Hombre,Indio,0.9943526983261108,110.0,128.0,143.0,158.0,153.0,88.0,71.0,88.0,74.0,157.0
26_0_1_20170117001235514.jpg,26,Hombre,Negro,0.9975574016571045,105.0,124.0,145.0,167.0,153.0,88.0,72.0,86.0,73.0,165.0
42_0_0_20170105172350421.jpg,42,Hombre,Blanco,0.9999864101409912,112.0,143.0,155.0,176.0,156.0,88.0,71.0,88.0,73.0,180.0
42_0_3_20170119204446511.jpg,42,Hombre,Indio,,,,,,,,,,,
26_0_0_20170116225120267.jpg,26,Hombre,Blanco,0.9982403516769409,109.0,165.0,109.0,200.0,168.0,126.0,94.0,80.0,47.0,165.0
4_1_0_20170109193119036.jpg,4,Mujer,Blanco,0.9992613196372986,120.0,125.0,149.0,155.0,150.0,86.0,70.0,88.0,71.0,158.0
51_0_1_20170113173639578.jpg,51,Hombre,Negro,0.9998027682304382,92.0,121.0,139.0,169.0,146.0,87.0,75.0,83.0,68.0,169.0
24_0_1_20170114030404017.jpg,24,Hombre,Negro,0.9999618530273438,109.0,123.0,144.0,170.0,152.0,87.0,71.0,87.0,78.0,170.0
27_1_0_20170117202230966.jpg,27,Mujer,Blanco,0.9885231256484985,98.0,140.0,153.0,174.0,153.0,85.0,73.0,88.0,82.0,173.0
8_1_0_20170109202428799.jpg,8,Mujer,Blanco,0.9893362522125244,110.0,135.0,149.0,159.0,151.0,88.0,72.0,88.0,75.0,161.0
18_1_4_20170103223026335.jpg,18,Mujer,Otros,0.9884960651397705,108.0,139.0,158.0,157.0,154.0,87.0,71.0,86.0,69.0,154.0
29_0_1_20170113141748034.jpg,29,Hombre,Negro,0.9998738765716553,111.0,130.0,145.0,169.0,151.0,87.0,69.0,87.0,74.0,170.0
54_0_0_20170117171109228.jpg,54,Hombre,Blanco,0.9906773567199707,111.0,137.0,151.0,169.0,151.0,87.0,74.0,89.0,79.0,170.0
29_0_0_20170116221741960.jpg,29,Hombre,Blanco,0.99443519115448,110.0,136.0,152.0,164.0,152.0,89.0,72.0,89.0,70.0,161.0
8_0_2_20170103201916943.jpg,8,Hombre,Asiatico,0.9968390464782715,109.0,132.0,151.0,167.0,152.0,89.0,71.0,87.0,67.0,164.0
35_1_0_20170117135348429.jpg,35,Mujer,Blanco,0.9788139462471008,119.0,147.0,132.0,184.0,155.0,87.0,73.0,87.0,73.0,184.0
77_1_0_20170113002117891.jpg,77,Mujer,Blanco,0.9915681481361389,114.0,142.0,149.0,178.0,153.0,86.0,69.0,87.0,78.0,180.0
47_0_0_20170116205608766.jpg,47,Hombre,Blanco,0.9983168840408325,99.0,141.0,140.0,189.0,149.0,90.0,70.0,90.0,75.0,188.0
55_1_3_20170119195255556.jpg,55,Mujer,Indio,0.9999096393585205,112.0,134.0,154.0,164.0,153.0,91.0,70.0,92.0,72.0,167.0
51_1_0_20170109142258293.jpg,51,Mujer,Blanco,0.9915681481361389,98.0,142.0,144.0,181.0,152.0,88.0,71.0,88.0,76.0,180.0
24_0_3_20170117150546627.jpg,24,Hombre,Indio,0.9950969815254211,111.0,137.0,143.0,171.0,151.0,88.0,72.0,89.0,82.0,173.0
1_0_4_20170103210101969.jpg,1,Hombre,Otros,0.9977567791938782,118.0,129.0,142.0,160.0,151.0,87.0,74.0,90.0,87.0,164.0
85_1_0_20170110181630306.jpg,85,Mujer,Blanco,0.9874271154403687,103.0,142.0,149.0,189.0,154.0,89.0,67.0,92.0,78.0,190.0
28_0_3_20170119194929221.jpg,28,Hombre,Indio,0.9997451901435852,104.0,122.0,138.0,171.0,152.0,88.0,70.0,87.0,73.0,169.0
10_1_1_20170109203348828.jpg,10,Mujer,Negro,0.9996161460876465,114.0,131.0,153.0,169.0,153.0,87.0,68.0,88.0,72.0,168.0
22_1_3_20170104231655336.jpg,22,Mujer,Indio,0.9440100193023682,107.0,129.0,141.0,169.0,152.0,87.0,74.0,87.0,80.0,171.0
3_0_4_20161221193406126.jpg,3,Hombre,Otros,0.9991217255592346,120.0,117.0,142.0,174.0,149.0,87.0,71.0,89.0,87.0,179.0
37_0_0_20170117183417406.jpg,37,Hombre,Blanco,0.9996631145477295,121.0,130.0,153.0,160.0,151.0,87.0,72.0,86.0,70.0,161.0
27_1_2_20170116165932169.jpg,27,Mujer,Asiatico,0.9998551607131958,120.0,123.0,165.0,155.0,159.0,66.0,62.0,83.0,94.0,171.0
26_0_0_20170117152636524.jpg,26,Hombre,Blanco,0.9977585077285767,103.0,136.0,152.0,167.0,154.0,89.0,72.0,88.0,71.0,165.0
23_1_2_20170116173058804.jpg,23,Mujer,Asiatico,0.9900981783866882,96.0,148.0,132.0,187.0,166.0,103.0,72.0,73.0,43.0,157.0
21_1_0_20170112233610183.jpg,21,Mujer,Blanco,,,,,,,,,,,
30_0_0_20170117181207964.jpg,30,Hombre,Blanco,0.9997844099998474,116.0,132.0,151.0,177.0,151.0,87.0,68.0,88.0,82.0,178.0
28_0_1_20170117183746129.jpg,28,Hombre,Negro,0.9996562004089355,131.0,142.0,150.0,174.0,154.0,83.0,70.0,87.0,73.0,178.0
61_0_0_20170117175110925.jpg,61,Hombre,Blanco,0.9999973773956299,110.0,128.0,144.0,166.0,152.0,90.0,73.0,87.0,67.0,163.0
61_1_0_20170104183517277.jpg,61,Mujer,Blanco,0.9957002401351929,107.0,132.0,152.0,165.0,154.0,86.0,71.0,87.0,71.0,165.0
35_0_2_20170116175138888.jpg,35,Hombre,Asiatico,0.9998929500579834,124.0,128.0,150.0,175.0,149.0,90.0,70.0,90.0,87.0,176.0
36_0_1_20170113133851480.jpg,36,Hombre,Negro,0.9997630715370178,117.0,146.0,145.0,183.0,153.0,88.0,70.0,88.0,76.0,186.0
63_0_0_20170117195020915.jpg,63,Hombre,Blanco,0.9986773133277893,113.0,131.0,145.0,171.0,150.0,86.0,70.0,88.0,80.0,173.0
25_0_4_20170117155154894.jpg,25,Hombre,Otros,0.8987928628921509,80.0,130.0,148.0,191.0,157.0,75.0,68.0,78.0,70.0,195.0
42_1_0_20170104174238714.jpg,42,Mujer,Blanco,0.9999592304229736,113.0,142.0,154.0,170.0,154.0,84.0,68.0,84.0,66.0,171.0
45_1_3_20170119193037786.jpg,45,Mujer,Indio,0.9931501746177673,114.0,132.0,146.0,167.0,152.0,87.0,70.0,87.0,76.0,170.0
30_1_2_20170116162552501.jpg,30,Mujer,Asiatico,0.999666690826416,93.0,144.0,149.0,184.0,155.0,88.0,74.0,87.0,77.0,184.0
42_1_0_20170103181418742.jpg,42,Mujer,Blanco,0.9991160035133362,117.0,136.0,148.0,174.0,151.0,88.0,73.0,88.0,75.0,172.0
26_0_2_20170103181248536.jpg,26,Hombre,Asiatico,0.9998235106468201,111.0,138.0,151.0,164.0,152.0,88.0,71.0,88.0,70.0,163.0
31_1_3_20170117164736883.jpg,31,Mujer,Indio,0.9616063833236694,141.0,148.0,141.0,197.0,152.0,90.0,73.0,87.0,75.0,198.0
40_0_0_20170104210228028.jpg,40,Hombre,Blanco,0.999975323677063,115.0,126.0,148.0,168.0,153.0,88.0,71.0,87.0,74.0,167.0
53_0_3_20170119205806352.jpg,53,Hombre,Indio,0.9999639987945557,68.0,128.0,137.0,165.0,132.0,83.0,48.0,86.0,47.0,168.0
28_0_3_20170119194935202.jpg,28,Hombre,Indio,0.9879732131958008,124.0,138.0,155.0,172.0,153.0,86.0,70.0,88.0,71.0,173.0
51_0_3_20170119205612416.jpg,51,Hombre,Indio,0.9854555726051331,111.0,140.0,152.0,173.0,154.0,88.0,70.0,89.0,73.0,174.0
45_0_3_20170119194832939.jpg,45,Hombre,Indio,0.9248620867729187,120.0,126.0,150.0,163.0,155.0,83.0,73.0,82.0,72.0,165.0
37_0_0_20170104172740418.jpg,37,Hombre,Blanco,0.994596540927887,132.0,134.0,153.0,163.0,151.0,86.0,75.0,87.0,72.0,167.0
10_1_0_20170109204255055.jpg,10,Mujer,Blanco,0.9998607635498047,108.0,138.0,148.0,168.0,153.0,89.0,72.0,89.0,76.0,165.0
54_0_0_20170104212537133.jpg,54,Hombre,Blanco,0.9997407793998718,118.0,137.0,144.0,183.0,152.0,92.0,70.0,89.0,75.0,178.0
26_0_0_20170117172106787.jpg,26,Hombre,Blanco,0.999976634979248,175.0,138.0,201.0,170.0,187.0,81.0,98.0,101.0,122.0,190.0
28_1_0_20170116211814489.jpg,28,Mujer,Blanco,0.9997105002403259,119.0,135.0,151.0,174.0,153.0,88.0,69.0,88.0,72.0,176.0
34_0_3_20170119165834583.jpg,34,Hombre,Indio,0.9999548196792603,121.0,129.0,164.0,165.0,165.0,79.0,69.0,83.0,76.0,169.0
32_1_1_20170112212952111.jpg,32,Mujer,Negro,0.9999995231628418,120.0,127.0,148.0,173.0,154.0,87.0,72.0,87.0,84.0,176.0
31_0_3_20170119195953620.jpg,31,Hombre,Indio,0.9999383687973022,114.0,129.0,142.0,169.0,149.0,88.0,73.0,85.0,75.0,166.0
80_1_1_20170117193146273.jpg,80,Mujer,Negro,0.9998288154602051,110.0,135.0,143.0,174.0,148.0,90.0,71.0,88.0,72.0,169.0
61_0_1_20170113175415829.jpg,61,Hombre,Negro,0.9997289776802063,78.0,127.0,145.0,172.0,144.0,81.0,51.0,82.0,47.0,172.0
28_0_0_20170116003131512.jpg,28,Hombre,Blanco,0.9980180263519287,120.0,140.0,145.0,178.0,153.0,89.0,75.0,89.0,85.0,178.0
40_0_0_20170117091924107.jpg,40,Hombre,Blanco,0.9921654462814331,116.0,142.0,152.0,168.0,152.0,92.0,71.0,90.0,63.0,168.0
34_0_1_20170117010655969.jpg,34,Hombre,Negro,0.999866247177124,75.0,126.0,140.0,181.0,136.0,71.0,36.0,81.0,54.0,191.0
1_1_0_20161219212433510.jpg,1,Mujer,Blanco,0.9955163598060608,102.0,126.0,143.0,172.0,156.0,86.0,75.0,87.0,83.0,174.0
9_0_0_20170110225609333.jpg,9,Hombre,Blanco,0.9898998141288757,136.0,137.0,180.0,169.0,174.0,85.0,68.0,97.0,77.0,180.0
53_1_0_20170110153042034.jpg,53,Mujer,Blanco,0.9899067282676697,113.0,128.0,149.0,164.0,152.0,86.0,73.0,87.0,80.0,166.0
21_1_4_20170103230000841.jpg,21,Mujer,Otros,0.9997147917747498,53.0,148.0,110.0,179.0,117.0,106.0,40.0,94.0,31.0,169.0
35_0_1_20170113155156475.jpg,35,Hombre,Negro,0.9979978203773499,130.0,138.0,146.0,178.0,153.0,87.0,73.0,87.0,74.0,180.0
31_0_0_20170116191337484.jpg,31,Hombre,Blanco,0.9999905824661255,93.0,142.0,155.0,171.0,153.0,88.0,74.0,87.0,79.0,172.0
